customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income,clt_categories
6274.447705,13662,85,29,37,0,3,408.0,13662,13662,Very Low
8007.399376,0,112,12,93,0,3,537.6,49706,49706,Very Low
30966.31981,0,109,18,2,0,2,691.401424,24626,24626,Low
2666.976685,79251,67,10,32,1,1,321.6,22426,79251,Very Low
18572.01022,51294,116,19,45,0,2,113.237624,51294,51294,Low
6595.101921,0,105,2,38,2,7,847.717402,28463,28463,Very Low
2243.473907,0,62,34,71,0,1,675.468453,21104,21104,Very Low
7423.929008,0,107,27,27,0,9,513.6,95697,95697,Very Low
4627.090729,29124,129,15,41,4,1,619.2,29124,29124,Very Low
4413.255399,0,65,19,33,0,3,312.0,23401,23401,Very Low
3163.283136,97266,79,29,84,0,1,546.052144,51906,97266,Very Low
4908.124429,48207,63,28,85,2,8,164.974886,48207,48207,Very Low
7850.590399,0,69,5,78,0,2,331.2,10334,10334,Very Low
3210.417377,0,88,3,8,0,1,325.917598,16049,16049,Very Low
5387.40977,97316,67,13,18,0,7,309.076476,46417,97316,Very Low
2472.469209,63860,62,26,81,0,1,208.598246,63860,63860,Very Low
5403.586356,72633,67,28,91,0,8,155.761761,41126,72633,Very Low
31410.92822,28013,266,25,30,0,2,1276.8,28013,28013,Low
7627.431532,60479,96,1,44,0,3,85.155359,50825,60479,Very Low
7540.390159,0,68,24,42,0,2,519.757811,44216,44216,Very Low
2617.704041,14151,72,5,41,1,1,345.6,14151,14151,Very Low
7212.143863,75891,61,1,5,0,2,61.285525,25290,75891,Very Low
6671.766636,0,183,5,81,0,1,1317.6,31266,31266,Very Low
5677.642084,53078,73,1,10,0,5,764.221884,26436,53078,Very Low
22952.06778,20031,86,4,83,0,2,109.69048,20031,20031,Low
2960.567044,92070,74,16,1,0,1,368.669336,67952,92070,Very Low
2446.681538,44509,61,8,68,0,1,226.731454,29587,44509,Very Low
7659.71722,0,73,22,93,0,2,525.6,18884,18884,Very Low
4533.733641,91967,113,4,74,0,1,156.736745,18052,91967,Very Low
2355.281389,0,63,20,5,0,1,302.4,33252,33252,Very Low
14316.84569,97379,119,10,62,0,2,354.764801,37695,97379,Very Low
10179.71704,14290,271,20,40,0,1,1300.8,14290,14290,Very Low
8129.511,0,119,3,11,1,8,729.405742,36084,36084,Very Low
13272.22792,0,194,31,11,0,4,1396.8,40269,40269,Very Low
17817.46464,0,68,4,71,0,2,256.916302,56070,56070,Very Low
25002.01883,21927,71,32,40,0,2,128.624785,14209,21927,Low
19955.25713,69096,99,24,32,0,2,64.669515,28519,69096,Low
4606.26977,0,72,8,14,2,8,518.4,32017,32017,Very Low
15114.40241,28513,100,4,22,1,2,480.0,28513,28513,Very Low
4782.349875,81687,61,7,77,0,6,292.8,97131,81687,Very Low
6317.373557,13792,87,2,3,2,3,620.19254,13792,13792,Very Low
16224.54182,32184,136,14,91,1,2,266.146673,32184,32184,Very Low
9585.501257,26432,88,19,89,3,2,422.4,83846,26432,Very Low
10130.93442,59232,85,6,75,0,2,408.0,29723,59232,Very Low
7343.52792,0,72,26,12,3,2,345.6,22355,22355,Very Low
7699.632103,23577,68,1,67,0,2,91.815153,23577,23577,Very Low
5739.823806,0,80,27,88,0,3,848.201438,45345,45345,Very Low
3874.86854,26670,98,23,13,0,1,541.229321,11652,26670,Very Low
8112.323843,87403,68,1,63,0,2,456.290338,23577,87403,Very Low
2707.429536,51455,67,16,85,0,1,11.046789,26094,51455,Very Low
5686.961001,30242,72,30,23,0,3,48.288036,30242,30242,Very Low
7381.623005,64311,62,21,79,0,2,157.174836,40639,64311,Very Low
2724.262292,0,70,21,70,0,1,405.384524,23170,23170,Very Low
9075.768214,37722,116,8,23,0,8,158.077504,37722,37722,Very Low
2756.543334,42336,69,12,56,0,1,25.605349,29757,42336,Very Low
8382.478392,25998,71,16,38,0,2,791.878042,25998,25998,Very Low
7868.0982,24887,68,33,6,0,2,326.4,24887,24887,Very Low
2851.645994,0,82,15,82,0,1,590.4,23629,23629,Very Low
7615.369665,90918,64,22,19,0,2,163.411884,64801,90918,Very Low
5658.531248,78834,72,14,20,2,8,345.6,44712,78834,Very Low
4307.464888,0,62,27,14,0,3,434.26667,21576,21576,Very Low
4820.704584,27872,61,19,78,0,3,186.857059,27872,27872,Very Low
8754.16043,24012,112,30,91,1,3,82.211282,24012,24012,Very Low
7259.328982,16367,94,2,99,0,9,515.569363,16367,16367,Very Low
2675.029491,55479,68,5,7,1,1,117.964245,23158,55479,Very Low
3305.129877,40778,86,1,59,0,1,412.8,19013,40778,Very Low
8984.040021,0,137,22,68,3,6,1532.080871,43490,43490,Very Low
3567.503755,0,102,28,11,0,1,660.430456,75648,75648,Very Low
23747.46699,0,96,29,22,4,2,460.8,67197,67197,Low
3352.87052,95438,83,25,76,0,1,99.223092,31974,95438,Very Low
5169.49937,12430,73,22,13,0,4,350.4,12430,12430,Very Low
8564.768226,95697,107,29,29,0,9,178.006524,95697,95697,Very Low
8028.484649,0,74,26,84,0,2,532.8,25752,25752,Very Low
9000.439546,28108,114,6,27,0,3,547.2,28108,28108,Very Low
11638.89947,25370,102,10,77,0,2,489.6,25370,25370,Very Low
7376.795372,0,105,31,85,0,5,756.0,19634,19634,Very Low
7892.088107,28672,71,14,34,0,2,340.8,28672,28672,Very Low
19160.98994,22705,239,19,59,0,7,1294.700423,22705,22705,Low
5548.031892,67798,69,1,78,0,9,331.2,67798,67798,Very Low
8319.5292,61367,70,7,85,0,2,498.533231,49182,61367,Very Low
13770.97618,59207,116,23,21,0,2,556.8,59207,59207,Very Low
5225.253777,67423,65,24,0,0,9,293.308765,20836,67423,Very Low
16979.79757,35095,73,25,56,0,2,525.6,35095,35095,Very Low
7485.356469,26380,96,29,70,0,4,177.36984,23235,26380,Very Low
2639.644171,88731,66,10,72,0,1,148.971857,48329,88731,Very Low
8085.448545,61409,68,30,80,0,2,264.040157,25752,61409,Very Low
12316.79698,0,167,30,40,0,5,1985.999807,18643,18643,Very Low
5568.947534,0,79,21,53,1,7,407.440238,21855,21855,Very Low
3571.82831,74931,89,13,16,0,1,230.84972,33243,74931,Very Low
3350.244285,74770,86,23,10,0,1,412.8,11652,74770,Very Low
2716.190293,0,95,14,81,5,1,619.267164,58297,58297,Very Low
38887.9034,44299,107,0,73,0,2,180.085807,17774,44299,Moderate
2272.447229,0,71,22,10,1,1,390.498822,47888,47888,Very Low
2849.252467,63326,72,2,34,0,1,361.564021,30752,63326,Very Low
5328.320299,0,73,12,42,0,7,794.445585,26577,26577,Very Low
4679.977728,21720,128,5,7,0,1,837.905079,21236,21720,Very Low
5345.201117,55571,135,4,46,0,1,904.813121,12902,55571,Very Low
2437.084486,34759,61,30,84,0,1,302.353842,31964,34759,Very Low
4637.544647,0,68,18,81,0,3,352.130674,27872,27872,Very Low
8804.584902,38638,74,5,84,0,2,355.2,97361,38638,Very Low
2438.689804,80927,62,25,8,0,1,211.660971,77993,80927,Very Low
4736.34799,0,65,33,1,0,3,585.454243,44279,44279,Very Low
5608.155723,81914,70,6,33,0,6,198.75466,29853,81914,Very Low
6465.223746,0,92,9,24,0,3,662.4,20068,20068,Very Low
2435.245577,0,72,28,64,0,1,345.6,24495,24495,Very Low
2111.993329,0,74,5,75,4,1,369.822544,69152,69152,Very Low
2347.591802,0,69,14,10,1,1,757.89114,31993,31993,Very Low
3636.561567,25407,98,2,88,0,1,284.239719,25407,25407,Very Low
5692.684466,86073,70,2,96,0,3,291.587866,86073,86073,Very Low
4041.241758,23818,104,6,1,1,1,499.2,20075,23818,Very Low
7756.174223,21326,99,22,9,0,3,632.765462,19189,21326,Very Low
3151.16213,18486,86,24,95,0,1,412.8,18486,18486,Very Low
7198.415033,10458,102,11,29,0,4,489.6,10458,10458,Very Low
5263.921634,82528,131,10,65,0,1,258.036918,39722,82528,Very Low
4347.159852,38223,112,27,18,2,1,537.6,38223,38223,Very Low
2884.636779,63438,72,32,67,0,1,36.732923,27179,63438,Very Low
6906.201903,13432,92,5,82,0,8,610.567945,13432,13432,Very Low
4450.220503,26848,114,10,50,0,1,100.557495,26848,26848,Very Low
24127.50402,14072,71,13,3,0,2,511.2,14072,14072,Low
5246.278375,28909,66,15,66,0,8,456.702735,28909,28909,Very Low
2744.73543,35159,68,0,73,0,1,150.501033,35159,35159,Very Low
5543.802692,64255,70,7,36,0,8,193.86537,46177,64255,Very Low
6013.038073,0,84,8,30,0,7,604.8,26577,26577,Very Low
3650.576237,88842,90,32,42,0,1,350.75997,43412,88842,Very Low
2520.818611,39377,64,7,53,0,1,307.2,26691,39377,Very Low
5169.49937,12430,73,22,13,0,4,350.4,12430,12430,Very Low
2395.57,21986,63,1,9,0,1,333.696228,21986,21986,Very Low
3031.587812,27435,76,9,6,0,1,455.545318,20852,27435,Very Low
11790.49617,25251,66,13,43,0,2,316.8,25251,25251,Very Low
6755.076276,29881,85,27,95,0,6,17.92017,29881,29881,Very Low
11315.20373,11885,101,18,39,0,2,484.8,11885,11885,Very Low
8207.702516,40420,104,2,10,0,7,499.2,27694,40420,Very Low
5332.615013,74837,66,9,18,0,7,376.502488,30855,74837,Very Low
3087.432549,67591,77,2,78,0,1,198.080417,67591,67591,Very Low
4652.595489,47590,119,14,25,0,1,121.327914,35945,47590,Very Low
2489.751297,75474,62,12,7,0,1,297.6,39492,75474,Very Low
18196.63824,57177,92,14,51,0,2,441.6,54710,57177,Low
2668.731444,52344,66,4,7,0,1,182.607687,52344,52344,Very Low
8257.014532,20072,70,26,34,0,2,487.814322,20072,20072,Very Low
12465.92416,33604,105,5,80,0,2,357.618596,33604,33604,Very Low
6743.126791,0,61,2,76,0,2,292.8,55561,55561,Very Low
2883.165412,37741,74,3,59,0,1,355.2,37741,37741,Very Low
29973.41592,48471,83,5,20,1,2,208.904212,26900,48471,Low
4686.469674,58089,118,31,83,0,1,566.4,58089,58089,Very Low
6057.07208,27681,83,13,62,0,9,398.4,27681,27681,Very Low
6895.309989,28992,74,3,90,4,2,355.2,28992,28992,Very Low
9549.113813,55986,119,3,60,0,9,388.506303,28280,55986,Very Low
10593.59462,94042,132,13,67,0,9,633.6,29136,94042,Very Low
7735.465528,0,101,11,34,0,3,563.284331,22250,22250,Very Low
2306.427813,0,67,19,70,0,1,482.4,14321,14321,Very Low
31234.89323,70164,88,34,3,0,2,375.401079,52651,70164,Low
5096.673223,22886,65,9,81,0,3,312.0,22886,22886,Very Low
3226.790317,19948,89,17,84,0,1,427.2,19948,19948,Very Low
5896.536531,39293,74,17,48,0,6,352.740946,39293,39293,Very Low
13869.92705,28432,118,1,59,0,2,612.300581,28432,28432,Very Low
18532.40504,0,70,1,30,0,2,504.0,23402,23402,Low
7716.439345,0,107,2,93,0,4,1166.754216,33190,33190,Very Low
6439.779016,47412,81,10,39,0,7,421.824276,26577,47412,Very Low
9718.463569,0,65,12,46,0,2,312.0,25251,25251,Very Low
12759.27844,68351,107,16,90,0,2,725.339771,68351,68351,Very Low
5926.980962,58733,74,26,42,0,9,355.2,25854,58733,Very Low
11389.94398,58187,95,18,39,0,2,76.73348,11885,58187,Very Low
3497.483075,63189,88,16,95,0,1,569.124597,48056,63189,Very Low
9476.901955,0,254,23,55,0,1,1828.8,14290,14290,Very Low
9853.773193,44006,130,18,26,0,4,494.664784,21450,44006,Very Low
8099.40027,60932,101,7,35,0,3,484.8,57938,60932,Very Low
8507.832473,56704,71,33,50,0,2,84.715044,47593,56704,Very Low
23903.68234,0,74,12,72,1,2,355.2,58466,58466,Low
5360.557066,24254,68,11,84,0,5,326.4,24254,24254,Very Low
29706.78459,0,128,15,37,0,2,1345.317161,84306,84306,Low
5431.213625,57125,68,13,99,0,3,326.4,57125,57125,Very Low
9048.983447,0,119,9,8,0,3,571.2,15142,15142,Very Low
4359.74197,0,64,17,84,0,9,307.2,36655,36655,Very Low
2889.087654,72075,73,32,1,2,1,22.569825,22087,72075,Very Low
3056.217296,34317,78,6,32,2,1,263.592181,34317,34317,Very Low
13815.7802,96745,179,14,25,5,3,859.2,28558,96745,Very Low
5116.727579,95427,65,2,85,0,5,442.808018,69451,95427,Very Low
10033.28281,0,146,5,84,0,3,1404.845849,35504,35504,Very Low
2772.835753,30606,71,11,7,0,1,253.04739,30606,30606,Very Low
2647.519741,37876,69,13,15,0,1,300.056383,37876,37876,Very Low
4038.864803,0,110,17,59,0,1,528.0,23006,23006,Very Low
7781.89849,57474,97,21,44,0,3,280.037716,30449,57474,Very Low
16473.16905,22828,106,11,54,0,2,508.8,22828,22828,Very Low
5285.314179,65096,67,3,81,3,8,321.6,75644,65096,Very Low
3107.588649,0,88,1,66,0,1,87.135752,82477,82477,Very Low
5780.182197,51066,74,23,0,0,8,787.993313,51066,51066,Very Low
26939.51419,96866,113,26,88,1,2,377.385724,24631,96866,Low
2329.459058,20934,61,14,35,1,1,292.8,20934,20934,Very Low
4589.940596,32510,119,29,38,0,1,571.2,29105,32510,Very Low
4428.031583,58577,110,6,62,0,1,303.872752,58577,58577,Very Low
10881.77039,73268,137,30,35,0,3,41.139806,27679,73268,Very Low
5412.696604,0,80,8,44,0,3,576.0,20123,20123,Very Low
8382.630118,19683,117,17,41,1,9,561.6,19683,19683,Very Low
4834.710493,38713,66,31,69,4,6,316.8,38713,38713,Very Low
21710.27538,62370,94,4,10,2,2,32.00761,30915,62370,Low
2430.870824,28476,62,3,76,0,1,297.6,24721,28476,Very Low
14651.6153,74915,122,13,17,0,2,393.151377,12607,74915,Very Low
5073.282126,57709,125,10,26,0,1,600.0,57709,57709,Very Low
5520.476175,94676,69,27,14,0,3,331.2,21576,94676,Very Low
6008.184526,43543,76,11,62,0,8,339.255348,24702,43543,Very Low
24543.19862,68297,212,6,42,3,2,1272.487601,48107,68297,Low
2429.374554,74241,61,21,57,0,1,138.588291,60798,74241,Very Low
3452.029549,61385,86,25,35,0,1,199.299449,23393,61385,Very Low
4109.310394,0,62,0,23,0,8,446.4,37595,37595,Very Low
8714.922135,0,118,14,64,0,4,566.4,13376,13376,Very Low
8110.305608,52548,101,10,1,0,5,587.504777,21853,52548,Very Low
3669.83263,0,95,22,17,0,1,429.657692,11652,11652,Very Low
3893.305281,26605,100,33,13,0,1,933.330936,26605,26605,Very Low
2496.476385,0,67,25,32,0,1,181.335364,35149,35149,Very Low
4629.970602,0,70,23,32,0,7,754.945216,13103,13103,Very Low
17684.65456,82667,64,5,65,1,2,307.2,19245,82667,Very Low
15663.65604,31789,130,11,65,0,2,316.418786,31789,31789,Very Low
4940.124252,0,71,10,85,0,3,551.569883,57338,57338,Very Low
2754.461855,25151,69,22,19,0,1,318.040989,25151,25151,Very Low
2953.797658,0,87,25,6,2,1,414.190987,22087,22087,Very Low
6198.793072,24053,87,33,53,1,7,624.532492,24053,24053,Very Low
12176.00621,0,117,5,3,0,2,1373.258272,28879,28879,Very Low
4035.009284,55407,101,30,68,1,1,275.341953,40774,55407,Very Low
2954.387586,62461,73,15,7,0,1,129.267408,26540,62461,Very Low
5204.64616,29406,68,33,79,0,6,326.4,27593,29406,Very Low
8100.243093,89420,67,3,83,0,2,212.455137,55843,89420,Very Low
4443.631711,0,121,7,69,0,1,644.269611,26161,26161,Very Low
7503.367741,52464,95,9,15,0,3,515.930856,42045,52464,Very Low
2548.509175,43731,64,35,12,2,1,162.461078,22087,43731,Very Low
2473.368225,13449,68,28,13,0,1,326.4,13449,13449,Very Low
32777.30467,0,115,3,22,0,2,552.0,31433,31433,Low
19228.46362,0,187,14,32,0,2,897.6,69240,69240,Low
4538.117454,49821,61,26,48,4,3,333.308611,49821,49821,Very Low
7663.514373,34837,63,32,27,0,2,72.828431,16916,34837,Very Low
4177.288153,44222,104,19,3,0,1,413.196371,44222,44222,Very Low
11776.00378,58881,97,8,51,0,2,354.885018,31409,58881,Very Low
3996.772165,46210,100,2,44,0,1,46.315771,23566,46210,Very Low
5490.775023,49480,70,17,57,1,4,72.686545,20396,49480,Very Low
12989.81806,0,65,16,3,0,2,312.0,37256,37256,Very Low
4599.759229,79284,117,9,59,1,1,156.452827,40160,79284,Very Low
2351.878675,12928,64,12,74,0,1,307.2,12928,12928,Very Low
2903.242245,20510,74,32,63,0,1,355.2,12495,20510,Very Low
3807.528493,0,115,16,89,0,1,828.0,46143,46143,Very Low
8310.704732,67541,104,10,45,0,6,203.886869,17034,67541,Very Low
8962.795984,97924,74,4,26,0,2,355.2,54292,97924,Very Low
12157.5413,40432,77,21,66,0,2,369.6,25381,40432,Very Low
16460.07754,16869,222,28,57,0,3,1065.6,16869,16869,Very Low
8788.532018,91171,110,3,64,0,8,771.39748,32245,91171,Very Low
5093.479191,0,71,12,55,0,3,150.878447,28647,28647,Very Low
5377.90796,34528,69,22,0,2,7,183.602763,34528,34528,Very Low
5635.746396,20303,71,24,84,0,3,340.8,20303,20303,Very Low
3514.212939,73643,89,2,2,0,1,147.486454,35695,73643,Very Low
4386.277558,10621,67,28,22,0,5,321.6,10621,10621,Very Low
7294.5816,76407,91,22,85,0,9,436.8,20392,76407,Very Low
2415.063816,0,71,20,4,0,1,511.2,33252,33252,Very Low
4693.751128,26607,122,3,73,0,1,585.6,26607,26607,Very Low
7481.825592,61783,94,17,20,0,6,658.125874,26628,61783,Very Low
5953.352957,20283,77,7,17,0,3,369.6,20283,20283,Very Low
3890.964154,43578,98,5,46,0,1,105.662175,26050,43578,Very Low
5352.218989,93606,67,23,44,0,3,321.6,22594,93606,Very Low
8105.81483,17920,72,14,53,0,2,424.375364,17920,17920,Very Low
3509.968806,51800,92,29,12,0,1,299.452532,14262,51800,Very Low
8434.119038,27694,108,3,3,0,7,741.850171,27694,27694,Very Low
4254.620669,11904,61,34,11,2,3,292.8,11904,11904,Very Low
2839.945741,53444,72,10,67,1,1,315.703929,23737,53444,Very Low
16473.16905,22828,106,11,54,0,2,508.8,22828,22828,Very Low
31706.9251,50719,131,33,79,0,2,870.626907,25270,50719,Low
2580.849899,46900,66,13,59,0,1,316.8,46900,46900,Very Low
17622.1332,0,252,31,10,0,3,1814.4,19132,19132,Very Low
14435.67365,60880,119,25,89,0,2,109.906628,60880,60880,Very Low
12731.95161,40870,105,3,56,0,2,504.0,40870,40870,Very Low
2398.354197,14321,65,20,72,0,1,423.823547,14321,14321,Very Low
6182.618843,20072,82,35,51,0,9,473.266879,16042,20072,Very Low
9431.376818,77365,79,4,35,0,2,2.823303,38113,77365,Very Low
4651.28429,98475,115,8,22,0,1,552.0,25581,98475,Very Low
12168.74492,14973,115,2,75,0,2,828.0,14973,14973,Very Low
26122.12998,83385,131,26,77,2,2,704.337157,78046,83385,Low
3237.305187,0,90,19,91,0,1,659.435886,22853,22853,Very Low
9416.474669,0,86,9,83,1,2,412.8,34612,34612,Very Low
2506.360995,0,73,8,19,0,1,525.6,21234,21234,Very Low
5272.005079,98110,65,3,77,0,8,176.287711,23604,98110,Very Low
5246.278375,28909,66,15,66,0,8,456.702735,28909,28909,Very Low
10611.56172,0,96,29,5,0,2,949.953253,27951,27951,Very Low
2249.874803,0,62,6,2,0,1,297.6,31678,31678,Very Low
2816.756002,42937,71,14,9,0,1,251.779842,25049,42937,Very Low
4751.280948,30887,119,15,18,0,1,444.167713,30887,30887,Very Low
28622.31443,35442,239,10,20,0,2,1147.2,35442,35442,Low
8421.516848,95139,103,25,27,0,6,34.023132,31134,95139,Very Low
4660.399573,89834,116,24,11,0,1,43.15595,66670,89834,Very Low
6843.848971,0,66,18,21,0,2,478.509797,35434,35434,Very Low
9223.987144,18814,122,20,94,0,3,585.6,18814,18814,Very Low
4938.72766,82733,62,5,12,0,9,72.101019,53607,82733,Very Low
15114.40241,28513,100,4,22,1,2,480.0,28513,28513,Very Low
5037.953998,0,68,28,23,1,9,326.4,21024,21024,Very Low
5097.318657,67233,63,10,26,0,3,246.693624,40215,67233,Very Low
8906.991433,58718,226,11,0,0,1,1084.8,56855,58718,Very Low
22721.47396,21724,198,4,51,0,2,1505.230405,17130,21724,Low
9095.15235,65103,115,29,41,4,3,552.0,50446,65103,Very Low
4898.957331,55071,61,10,14,0,5,231.516063,41596,55071,Very Low
2916.380797,85817,72,0,31,0,1,154.987759,31213,85817,Very Low
5729.855012,92254,70,7,94,0,7,245.593225,19831,92254,Very Low
12280.76661,88340,102,16,1,0,2,489.6,88340,88340,Very Low
2472.469209,63860,62,26,81,0,1,208.598246,63860,63860,Very Low
4698.345864,26411,126,25,9,1,1,604.8,26411,26411,Very Low
7950.178237,26189,69,6,42,0,2,331.2,26189,26189,Very Low
3299.339339,66114,92,12,6,4,1,178.842061,65017,66114,Very Low
7506.779365,49561,193,4,35,0,1,926.4,49561,49561,Very Low
7123.694599,16139,62,19,69,0,2,297.6,16139,16139,Very Low
8008.095994,63775,100,29,3,0,3,462.753151,63775,63775,Very Low
5318.89664,25134,67,3,0,0,6,321.6,25134,25134,Very Low
5483.89085,87777,68,16,1,0,7,257.708912,20647,87777,Very Low
7244.497284,0,103,1,51,0,3,494.4,46623,46623,Very Low
15558.44195,62922,194,26,80,0,7,1121.633645,35822,62922,Very Low
8945.689398,83761,112,16,70,0,8,270.227547,33897,83761,Very Low
8441.667084,50801,72,25,21,3,2,43.419028,50801,50801,Very Low
2798.834343,48675,71,26,62,1,1,340.8,39393,48675,Very Low
7522.900704,55916,63,23,41,0,2,302.4,30595,55916,Very Low
39033.08248,0,180,11,65,0,2,864.0,21988,21988,Moderate
2594.7935,30064,65,20,23,0,1,296.852419,15514,30064,Very Low
8991.124186,0,127,29,25,0,4,1176.285998,32046,32046,Very Low
2332.095228,0,67,4,99,0,1,482.4,51991,51991,Very Low
9244.351881,12081,82,18,18,0,2,548.064933,12081,12081,Very Low
6290.699249,0,95,11,23,0,5,684.0,21881,21881,Very Low
9880.097141,62326,122,8,53,0,8,96.00936,22373,62326,Very Low
11790.49617,25251,66,13,43,0,2,316.8,25251,25251,Very Low
5477.206072,21289,71,15,98,0,3,340.8,21289,21289,Very Low
4014.332715,54054,99,7,55,0,1,5.661684,25147,54054,Very Low
3674.56826,84814,90,25,60,0,1,512.816507,29160,84814,Very Low
4714.044733,46097,61,9,73,4,3,197.074966,22699,46097,Very Low
2754.143877,58705,69,19,95,0,1,48.956424,18746,58705,Very Low
40688.53442,37455,114,13,57,0,2,547.2,37455,37455,Moderate
4563.859434,62010,112,2,51,0,1,537.6,37308,62010,Very Low
7430.347681,61568,93,3,36,0,3,240.818954,20369,61568,Very Low
2644.983484,90443,66,11,15,0,1,235.174197,22331,90443,Very Low
26220.03266,24743,84,8,23,0,2,1008.03551,24743,24743,Low
2397.036098,22283,65,16,93,0,1,572.072106,22283,22283,Very Low
5207.680496,74627,65,21,61,0,6,176.735323,44705,74627,Very Low
5907.078117,47306,74,8,18,0,3,97.723235,20283,47306,Very Low
27420.81318,0,112,23,20,0,2,537.6,32989,32989,Low
5044.857229,59292,64,14,92,0,4,218.491318,59292,59292,Very Low
3090.13236,23970,77,13,19,0,1,43.959921,23970,23970,Very Low
8514.394994,48428,72,8,5,1,2,223.728018,25141,48428,Very Low
20925.89544,44342,74,24,60,0,2,355.2,35095,44342,Low
3515.456573,0,103,30,13,2,1,741.6,23540,23540,Very Low
17666.56543,0,74,6,92,0,2,355.2,22249,22249,Very Low
30313.30977,67117,85,10,38,0,2,329.423177,37931,67117,Low
4726.869327,13037,124,28,49,0,1,839.348464,13037,13037,Very Low
5284.509533,71960,67,12,40,0,9,151.495249,25963,71960,Very Low
2990.330995,73137,74,14,45,1,1,227.797105,41958,73137,Very Low
3548.071725,0,96,10,77,0,1,446.122702,30244,30244,Very Low
6371.320461,23797,81,10,57,0,3,388.8,23797,23797,Very Low
5372.351967,70286,67,16,66,0,3,130.143497,22520,70286,Very Low
5165.202368,12904,132,17,31,0,1,633.6,12904,12904,Very Low
8264.747863,42045,103,7,12,0,3,40.839965,42045,42045,Very Low
5193.770572,24948,65,3,51,0,4,280.352767,22236,24948,Very Low
8099.571213,25452,107,20,60,0,3,954.688499,25370,25452,Very Low
8845.073706,95850,109,3,16,0,3,328.502498,67544,95850,Very Low
8295.977271,73556,104,31,4,0,9,497.684017,12829,73556,Very Low
9344.431622,0,64,25,96,1,2,307.2,30969,30969,Very Low
5081.741976,0,69,17,76,0,7,93.697638,29957,29957,Very Low
5363.531017,43879,69,19,60,0,5,242.133552,41859,43879,Very Low
2429.600516,23941,61,12,1,0,1,292.8,89451,23941,Very Low
7183.071115,14390,65,16,4,0,2,402.778867,14390,14390,Very Low
5376.88732,30039,70,21,52,0,9,498.612632,22842,30039,Very Low
7019.177186,26806,63,32,19,0,2,302.4,26806,26806,Very Low
7079.170237,24450,90,4,65,0,4,250.959093,24450,24450,Very Low
2415.83485,0,64,26,17,0,1,360.217299,31796,31796,Very Low
8193.160528,89219,73,12,9,4,2,350.4,35406,89219,Very Low
6952.651187,0,73,2,38,3,2,525.6,36014,36014,Very Low
7465.980556,0,109,4,33,0,8,784.8,13542,13542,Very Low
13220.80421,29504,117,24,90,0,2,809.039071,60880,29504,Very Low
4014.9185,0,113,35,29,0,1,1305.275432,28321,28321,Very Low
8744.727173,61706,110,6,71,0,7,223.905524,52494,61706,Very Low
5948.98896,88122,148,15,10,0,1,840.231575,50044,88122,Very Low
5520.149969,26129,70,4,38,0,3,419.187114,11698,26129,Very Low
5040.775434,22350,66,9,3,0,5,316.8,21853,22350,Very Low
5654.593045,0,83,0,12,0,7,597.6,22081,22081,Very Low
8896.500265,26201,112,4,48,0,8,168.901895,12617,26201,Very Low
8715.945469,0,84,33,20,0,2,604.8,69268,69268,Very Low
7868.808884,0,107,28,14,0,7,513.6,23032,23032,Very Low
6878.008403,39020,87,0,4,0,5,485.01384,26436,39020,Very Low
6411.675304,47606,81,24,50,0,4,388.8,11097,47606,Very Low
10144.3094,27231,88,0,7,0,2,422.4,27231,27231,Very Low
8575.961719,39946,218,23,99,0,1,1046.4,39946,39946,Very Low
4510.542608,84300,111,13,0,0,1,202.22495,14476,84300,Very Low
3746.751625,41479,94,14,38,1,1,19.575683,41479,41479,Very Low
5479.555081,56005,68,31,30,1,3,326.4,56005,56005,Very Low
7164.011997,0,108,19,97,0,9,1260.456194,56872,56872,Very Low
13265.51039,99617,109,1,62,0,2,74.934678,28432,99617,Very Low
5246.278375,28909,66,15,66,0,8,456.702735,28909,28909,Very Low
4556.068318,25617,63,22,3,0,3,302.4,25617,25617,Very Low
2751.250209,86788,70,32,68,0,1,336.0,27179,86788,Very Low
2914.09461,28523,77,15,12,0,1,369.6,28523,28523,Very Low
5824.767025,38492,72,27,34,0,3,207.901654,25778,38492,Very Low
5755.18214,97657,71,2,19,0,8,107.325235,39604,97657,Very Low
2424.690776,49008,61,11,74,1,1,292.8,47528,49008,Very Low
5138.244998,72264,64,2,66,0,9,272.649844,20862,72264,Very Low
6047.02516,20396,76,15,60,1,4,364.8,20396,20396,Very Low
6106.468745,60234,152,14,98,0,1,136.217066,45971,60234,Very Low
3329.887725,75556,84,24,78,0,1,498.927007,31974,75556,Very Low
40132.01135,98710,123,21,42,0,2,587.391029,27500,98710,Moderate
5095.365993,69461,64,7,61,0,6,101.417253,24423,69461,Very Low
4471.747876,0,68,35,98,2,9,489.6,39268,39268,Very Low
8773.507548,0,87,24,53,0,2,626.4,16552,16552,Very Low
10351.37265,73895,129,2,31,0,7,825.416826,23675,73895,Very Low
10408.96865,20228,101,3,43,1,2,523.815839,20228,20228,Very Low
8201.330033,81785,67,12,44,0,2,321.6,25251,81785,Very Low
2248.449633,24910,63,7,63,1,1,347.857619,24910,24910,Very Low
5205.024842,32946,66,13,7,0,6,316.8,32946,32946,Very Low
15306.13396,83868,189,30,91,0,7,134.836237,14909,83868,Very Low
8002.308333,0,107,3,65,0,3,513.6,58789,58789,Very Low
